         0,         0
         1,         0
         2,         0
         3,         1
         4,         0
         5,         0
         6,         0
         7,         0
         8,         1
         9,         0
        10,         0
        11,         1
        12,         1
        13,         2
        14,         0
        15,         0
        16,         0
        17,         0
        18,         0
        19,         0
        20,         0
        21,         0
        22,         0
        23,         0
        24,         0
        25,         0
        26,         0
        27,         0
        28,         0
        29,         1
        30,         0
        31,         0
        32,         0
        33,         0
        34,         0
        35,         1
        36,         0
        37,         0
        38,         0
        39,         0
        40,         0
        41,         0
        42,         0
        43,         0
        44,         0
        45,         1
        46,         0
        47,         1
        48,         0
        49,         1
        50,         0
        51,         0
        52,         0
        53,         1
        54,         0
        55,         1
        56,         0
        57,         2
        58,         0
        59,         0
        60,         0
        61,         0
        62,         0
        63,         0
        64,         0
        65,         0
        66,         0
        67,         1
        68,         0
        69,         0
        70,         1
        71,        27
        72,        22
        73,        32
        74,        41
        75,        31
        76,        35
        77,        44
        78,        30
        79,        36
        80,        46
        81,        48
        82,        53
        83,        64
        84,        50
        85,        55
        86,        75
        87,        61
        88,        58
        89,        61
        90,        81
        91,        99
        92,        85
        93,       106
        94,       122
        95,       104
        96,       138
        97,       150
        98,       159
        99,       172
       100,       177
       101,       199
       102,       239
       103,       223
       104,       286
       105,       333
       106,       327
       107,       341
       108,       365
       109,       394
       110,       404
       111,       431
       112,       455
       113,       514
       114,       540
       115,       570
       116,       566
       117,       594
       118,       626
       119,       673
       120,       647
       121,       717
       122,       749
       123,       745
       124,       793
       125,       838
       126,       793
       127,       858
       128,       887
       129,       919
       130,       960
       131,      1046
       132,      1001
       133,       995
       134,      1113
       135,      1078
       136,      1120
       137,      1124
       138,      1112
       139,      1152
       140,      1211
       141,      1215
       142,      1238
       143,      1296
       144,      1372
       145,      1308
       146,      1358
       147,      1369
       148,      1369
       149,      1369
       150,      1403
       151,      1438
       152,      1392
       153,      1528
       154,      1451
       155,      1477
       156,      1520
       157,      1528
       158,      1555
       159,      1540
       160,      1558
       161,      1579
       162,      1565
       163,      1565
       164,      1633
       165,      1592
       166,      1654
       167,      1635
       168,      1689
       169,      1678
       170,      1702
       171,      1724
       172,      1711
       173,      1744
       174,      1747
       175,      1784
       176,      1781
       177,      1732
       178,      1726
       179,      1793
       180,      1807
       181,      1874
       182,      1866
       183,      1831
       184,      1847
       185,      1847
       186,      1953
       187,      1905
       188,      1846
       189,      1905
       190,      1930
       191,      1990
       192,      1952
       193,      2017
       194,      1974
       195,      1955
       196,      2064
       197,      2050
       198,      2035
       199,      2067
       200,      2085
       201,      2122
       202,      2139
       203,      2027
       204,      2294
       205,      2050
       206,      2134
       207,      2171
       208,      2235
       209,      2297
       210,      2235
       211,      2282
       212,      2381
       213,      2296
       214,      2359
       215,      2366
       216,      2366
       217,      2371
       218,      2450
       219,      2511
       220,      2433
       221,      2492
       222,      2446
       223,      2613
       224,      2626
       225,      2552
       226,      2613
       227,      2638
       228,      2654
       229,      2634
       230,      2646
       231,      2708
       232,      2860
       233,      2717
       234,      2737
       235,      2730
       236,      2804
       237,      2781
       238,      2821
       239,      2926
       240,      3007
       241,      2937
       242,      3055
       243,      2966
       244,      3040
       245,      3086
       246,      3153
       247,      3112
       248,      3072
       249,      3201
       250,      3162
       251,      3208
       252,      3216
       253,      3394
       254,      3223
       255,      3383
       256,      3512
       257,      3457
       258,      3474
       259,      3515
       260,      3436
       261,      3449
       262,      3561
       263,      3562
       264,      3693
       265,      3688
       266,      3681
       267,      3662
       268,      3718
       269,      3637
       270,      3790
       271,      3856
       272,      3873
       273,      3902
       274,      3920
       275,      4028
       276,      4055
       277,      4102
       278,      4335
       279,      4732
       280,      4692
       281,      4411
       282,      4178
       283,      4458
       284,      4547
       285,      4586
       286,      4506
       287,      4331
       288,      4397
       289,      4339
       290,      4463
       291,      4476
       292,      4537
       293,      4604
       294,      4597
       295,      4629
       296,      4733
       297,      4744
       298,      4772
       299,      4790
       300,      4680
       301,      4862
       302,      4927
       303,      4890
       304,      5031
       305,      4977
       306,      4954
       307,      5068
       308,      5075
       309,      5128
       310,      5346
       311,      5106
       312,      5112
       313,      5074
       314,      5324
       315,      5276
       316,      5428
       317,      5513
       318,      5508
       319,      5554
       320,      5629
       321,      5555
       322,      5428
       323,      5593
